time,sender,destination,amount
576.64,17,4,14.97
577.33,16,3,4.36
578.31,27,7,4.02
579.04,7,3,12.51
579.82,22,13,18.59
579.82,25,29,18.85
580.25,18,0,16.87
581.03,0,29,15.63
581.60,7,0,4.16
581.86,23,29,16.52
582.31,1,38,70.42
583.20,5,0,17.84
584.06,8,3,8.49
584.20,23,7,18.04
584.68,20,38,12.95
584.70,16,0,19.86
585.15,23,0,7.29
585.83,29,32,1.42
586.30,9,16,14.48
586.41,1,0,28.96
586.55,12,11,11.45
586.84,32,4,12.22
587.70,0,3,72.28
588.31,2,0,30.58
588.89,28,8,17.00
589.68,12,0,19.49
589.90,29,13,7.91
590.54,15,38,13.18
590.99,27,24,18.86
591.42,9,16,14.84
592.16,2,0,1.85
592.34,9,0,7.64
593.19,2,3,58.31
594.08,5,3,8.19
594.89,34,29,6.66
595.65,3,1,47.68
596.45,9,3,2.27
597.08,18,25,17.59
597.42,1,22,54.78
597.82,1,3,21.45
598.46,14,0,13.50
599.28,13,3,11.98
599.65,30,0,14.44
600.02,3,25,6.80
600.98,5,3,10.09
601.13,1,38,67.13
601.36,15,0,18.21
601.56,5,0,4.87
602.27,34,31,5.04
602.34,4,3,12.73
602.96,10,38,9.51
603.89,6,10,4.23
604.42,15,1,5.89
605.38,1,3,15.00
605.97,10,5,13.37
606.54,21,22,10.41
607.32,17,14,6.39
608.11,19,13,14.89
608.91,2,4,39.78
609.80,18,3,2.29
610.73,25,3,17.97
611.61,12,13,7.48
612.32,1,3,3.31
613.15,12,0,13.56
614.10,1,16,18.19
614.97,3,2,15.59
615.88,2,3,20.07
615.93,0,3,77.19
616.64,27,3,9.02
617.46,3,16,25.78
618.17,13,32,11.74
618.90,16,32,19.26
619.18,3,0,60.92
619.43,4,35,5.75
620.28,10,0,2.36
620.92,29,3,5.86
621.01,26,0,11.64
621.02,20,2,8.26
621.09,18,0,4.90
621.98,22,11,12.54
622.90,1,11,63.23
623.43,19,3,19.83
623.79,21,7,18.32
624.64,10,0,18.53
625.13,25,31,14.46
625.50,6,26,9.77
625.68,27,29,13.49
626.49,8,3,12.68
627.46,9,26,3.34
628.44,21,0,9.14
629.08,22,5,7.52
629.34,3,23,45.76
629.61,3,1,7.15
630.11,0,17,34.32
630.31,33,3,18.76
631.17,0,2,48.93
632.15,2,0,17.93
632.24,9,0,13.18
633.04,14,2,13.52
633.44,1,3,48.80
633.76,29,0,13.21
634.44,28,3,2.75
634.59,33,0,16.51
634.87,14,0,4.66
635.00,3,29,1.86
635.93,13,0,5.67
636.93,9,38,17.98
637.46,24,14,4.75
638.12,8,3,1.23
638.90,11,16,13.77
639.21,13,17,9.46
639.50,13,38,1.86
640.28,2,35,66.61
641.27,11,3,18.22
641.88,1,0,9.19
642.75,3,4,39.98
642.80,12,6,7.66
643.44,10,3,19.28
644.23,29,3,10.03
644.44,14,3,5.84
645.05,4,6,4.37
645.18,6,3,2.95
645.21,1,3,57.27
645.50,1,0,77.05
646.23,25,13,13.15
647.09,0,29,8.23
647.73,8,0,4.42
648.70,1,24,9.84
649.15,22,3,3.42
650.00,7,23,11.68
650.96,31,2,10.25
651.41,10,7,3.19
652.01,2,22,78.75
652.84,6,3,12.03
653.80,22,8,14.93
654.51,3,0,24.62
655.44,31,3,10.24
655.93,23,0,3.12
656.12,1,20,19.01
656.94,33,4,11.67
656.95,22,1,8.07
657.01,0,3,18.09
657.48,31,0,4.54
658.39,1,3,65.69
659.29,12,5,16.01
659.38,2,3,3.84
659.58,32,11,7.56
660.12,0,10,12.52
660.46,30,0,9.48
661.01,31,22,11.00
661.67,2,7,31.57
661.83,22,1,15.35
662.07,24,0,16.90
662.57,0,20,10.82
663.03,20,30,13.14
663.19,13,3,1.95
663.87,2,0,56.28
664.50,24,10,12.41
664.73,11,0,8.20
665.68,31,2,13.79
665.69,27,3,17.99
665.89,0,7,10.44
666.75,2,17,7.17
666.95,29,4,19.40
667.58,34,30,13.48
668.57,23,0,4.77
669.24,34,3,11.61
669.30,28,26,8.10
669.45,4,1,4.33
669.46,12,0,4.23
669.82,8,17,6.90
670.45,29,0,14.24
670.66,25,13,8.21
671.17,31,0,8.66
671.33,24,10,13.31
672.22,31,10,9.50
672.84,24,3,5.77
673.23,26,7,3.77
673.26,23,3,14.08
674.02,5,24,16.16
674.03,8,5,12.24
674.50,2,22,71.86
675.20,2,3,64.97
675.95,3,29,50.87
676.82,4,3,16.67
677.29,13,31,16.16
677.89,15,3,6.00
677.94,23,2,6.87
678.94,3,0,39.56
679.83,1,4,42.89
680.82,29,23,2.80
681.11,7,35,1.35
681.45,1,17,60.18
682.37,25,0,9.22
682.57,29,3,19.94
682.73,1,26,31.06
683.56,34,0,3.94
683.79,11,3,11.30
684.38,5,10,7.43
685.31,2,6,65.59
686.23,32,3,14.63
686.50,11,0,14.83
686.80,14,13,4.13
687.42,13,3,1.68
687.99,11,29,15.87
688.08,28,3,4.29
688.60,26,0,5.55
689.40,15,1,1.73
690.00,14,3,4.60
690.05,4,8,18.68
690.61,26,3,11.89
691.14,12,0,9.87
691.55,1,11,22.01
692.27,18,0,16.63
692.41,9,0,1.37
692.95,0,3,18.47
693.10,5,10,4.29
693.47,25,10,11.13
693.47,2,25,21.46
693.68,21,3,19.28
693.71,1,4,48.95
694.45,11,1,1.12
694.64,2,0,70.72
695.48,34,3,11.98
696.19,16,0,1.28
696.59,25,3,17.34
697.06,18,23,15.16
697.37,25,5,18.99
698.36,12,0,17.68
699.22,5,3,18.25
700.04,12,3,9.06
700.37,20,13,12.83
700.59,25,7,3.71
701.05,26,9,9.28
701.83,3,31,58.00
702.34,3,0,43.22
702.98,34,3,8.16
703.09,2,3,34.72
703.76,4,3,10.10
704.44,15,14,7.32
705.12,31,32,14.20
706.07,19,23,8.67
706.07,6,31,3.73
706.48,26,3,7.79
707.35,3,29,65.68
708.29,23,11,15.98
708.47,34,7,16.27
708.70,21,26,15.92
709.53,4,0,19.75
710.41,20,3,4.61
711.05,3,1,13.85
711.99,28,0,12.75
712.37,0,3,20.54
713.26,23,0,11.54
713.55,15,22,6.74
714.07,0,3,9.34
714.19,21,25,15.99
714.77,34,16,9.05
714.80,27,0,17.85
715.29,29,6,3.12
715.89,21,0,16.01
716.13,1,32,23.27
717.10,9,3,10.47
717.42,2,0,6.70
718.05,17,3,16.69
718.10,4,0,13.38
718.32,33,0,19.17
718.97,8,0,12.13
719.34,1,38,10.10
719.86,1,3,43.14
720.23,31,0,14.31
720.29,17,7,15.27
720.38,29,3,19.02
720.92,19,3,6.14
721.46,3,0,26.89
721.84,32,31,18.89
722.37,34,17,19.27
722.63,11,3,18.86
723.53,18,31,15.39
723.58,3,0,46.08
724.32,3,5,8.26
725.26,0,3,6.95
725.45,4,17,1.62
726.32,21,7,14.18
727.19,14,3,6.70
727.27,22,3,12.53
727.72,5,3,10.43
728.34,2,0,16.05
729.00,32,3,6.81
729.13,1,32,31.89
729.96,6,13,6.27
730.77,25,32,9.63
731.55,32,23,17.18
731.99,1,0,47.45
732.21,2,13,24.80
733.09,15,0,15.75
733.21,1,0,27.72
733.71,8,0,2.37
733.93,25,0,1.96
734.39,3,10,60.79
734.99,21,1,1.07
735.07,29,3,15.42
735.36,0,6,66.70
736.16,28,3,15.43
736.66,28,0,16.02
737.03,27,0,3.46
737.30,9,0,16.81
738.00,10,25,11.44
738.33,24,13,7.22
738.68,10,3,16.24
739.07,1,29,74.02
739.80,7,17,13.62
740.68,4,32,11.02
741.16,4,0,1.34
741.51,13,3,13.59
741.82,26,0,4.43
741.93,28,1,3.17
742.25,9,4,3.94
742.98,29,3,17.66
743.47,16,22,19.37
744.10,1,0,28.70
744.38,1,3,2.73
744.85,21,0,19.90
745.57,2,30,27.98
746.37,28,2,16.25
747.34,9,7,17.34
747.82,20,23,15.56
747.96,0,22,61.89
748.44,15,10,13.13
749.32,33,38,5.93
749.34,13,3,12.76
749.46,2,14,41.64
750.18,0,29,10.24
750.65,10,0,15.85
751.37,2,11,48.10
751.94,33,9,6.32
752.42,19,3,1.22
752.62,1,3,46.64
752.65,7,0,16.51
753.59,34,3,1.86
753.65,2,0,72.66
753.68,27,17,18.28
753.78,0,31,34.27
754.16,12,7,2.33
754.42,19,0,14.89
754.77,19,14,13.45
754.84,25,3,4.47
755.19,0,3,1.52
756.07,19,3,8.35
756.58,2,0,11.20
757.36,7,0,7.46
757.36,17,3,15.17
757.71,7,3,12.19
758.70,12,0,8.73
758.94,7,17,14.02
759.42,18,8,1.23
760.08,33,16,9.83
760.87,8,0,18.65
761.55,20,25,2.05
762.16,18,3,14.04
762.47,5,3,16.55
763.24,3,32,44.80
763.47,25,8,8.67
763.76,20,3,13.54
764.27,29,31,5.58
765.17,1,0,57.72
765.72,20,0,16.48
766.22,5,32,13.80
766.50,2,9,40.43
767.11,0,3,65.50
767.66,33,0,2.30
767.96,8,1,5.63
768.79,10,14,16.56
769.54,5,32,17.74
770.22,17,1,19.19
770.51,4,3,7.61
771.36,1,3,16.56
772.11,23,0,8.36
772.17,12,6,7.66
773.17,9,14,14.03
773.70,1,3,37.76
774.02,25,3,6.80
774.80,18,3,1.92
775.49,1,0,1.08
775.68,5,17,11.74
776.30,3,0,69.08
777.28,14,0,19.98
777.54,19,0,17.37
778.32,1,3,14.04
778.87,12,29,11.00
779.22,14,0,6.59
779.74,31,23,14.51
780.74,29,16,18.74
780.84,3,10,14.67
781.20,3,13,54.99
781.67,33,0,11.55
781.87,33,0,4.78
782.09,3,16,61.63
782.25,2,0,43.62
782.59,12,3,1.31
782.87,34,0,9.89
783.26,18,3,16.20
784.19,4,3,2.84
784.71,0,22,13.50
785.60,10,0,5.94
785.65,5,6,9.39
786.41,17,3,15.79
786.51,0,3,16.99
786.64,26,3,12.12
786.83,31,11,12.74
787.78,25,3,17.11
788.06,1,29,30.33
788.40,20,3,15.50
789.38,29,2,6.78
790.09,6,30,10.37
791.00,1,0,56.59
791.10,15,0,5.97
791.96,18,6,7.19
792.38,3,1,60.70
792.78,1,0,16.58
793.35,16,35,5.83
794.12,32,0,8.07
795.09,8,3,6.28
795.14,3,14,63.53
795.36,5,0,9.60
795.68,22,0,1.23
796.31,34,3,3.15
796.55,2,38,9.76
796.65,8,13,8.30
796.82,10,0,3.53
797.02,33,0,14.35
797.30,26,3,3.84
797.79,26,0,16.44
797.86,1,3,36.85
798.17,31,3,9.23
798.34,26,0,11.88
798.95,6,0,4.58
799.92,15,3,17.29
800.55,0,23,77.87
800.75,28,0,2.10
801.30,0,11,11.68
801.62,28,3,8.42
801.96,3,23,42.30
802.91,15,3,9.86
803.62,4,17,18.75
804.33,26,3,5.49
804.82,3,0,47.44
805.26,3,0,37.00
806.04,17,4,19.04
806.56,23,3,13.40
807.26,28,31,9.37
808.17,2,0,5.22
808.74,34,14,1.89
809.10,0,13,20.44
810.02,10,0,16.85
810.52,1,0,59.98
811.00,28,3,11.02
811.08,24,3,1.89
811.70,2,3,70.01
811.85,32,0,17.53
812.80,16,3,1.72
813.62,13,3,3.83
814.49,23,7,15.72
815.13,26,5,7.67
815.84,31,32,15.71
816.02,29,1,9.53
816.70,1,0,61.72
816.95,20,0,8.33
817.07,29,11,1.63
817.81,0,38,31.88
818.67,6,3,10.01
819.41,4,29,18.30
819.97,0,3,13.84
820.55,3,32,39.82
820.72,28,23,9.04
821.16,32,0,10.08
821.54,32,16,7.80
822.30,16,3,9.08
823.14,21,0,15.94
823.50,1,17,5.16
823.92,11,0,17.38
824.10,12,16,7.78
825.05,32,0,16.35
825.36,7,20,17.65
825.80,22,29,15.89
826.03,3,32,68.59
826.19,2,9,13.40
826.81,19,3,11.00
827.59,12,0,16.36
828.24,13,20,9.61
828.85,24,0,6.41
829.71,12,22,10.21
830.45,20,11,15.79
831.19,4,0,4.21
831.33,33,3,14.63
832.05,28,0,13.52
832.41,2,23,14.39
832.93,0,29,10.62
833.81,31,6,8.38
834.14,1,3,35.99
834.52,0,3,79.45
834.90,8,16,11.66
834.99,4,3,13.40
835.32,8,13,3.27
835.46,15,31,15.74
835.64,18,0,13.32
836.15,3,2,57.33
837.12,10,24,8.56
837.42,25,29,16.54
837.82,4,0,17.15
838.10,1,3,63.15
838.44,27,3,6.66
838.67,3,0,29.65
838.70,2,3,78.32
839.00,3,22,9.06
839.12,15,9,3.75
839.51,30,38,16.74
840.05,4,3,4.99
840.86,22,0,11.57
840.89,2,38,8.79
841.88,28,38,2.70
842.56,15,3,3.93
843.46,21,3,14.62
844.20,19,35,1.70
844.74,28,38,8.86
844.93,8,17,2.87
845.55,10,5,15.46
846.43,13,0,15.46
846.78,26,3,19.25
847.47,33,3,19.72
848.21,25,6,17.90
848.71,22,3,13.21
849.45,32,3,2.89
849.77,24,14,7.00
850.71,19,3,11.26
851.41,29,4,17.04
851.68,17,0,5.18
851.89,13,6,13.30
852.25,28,3,19.67
852.74,5,3,18.32
853.45,8,3,17.68
854.05,12,3,16.39
854.54,16,3,16.78
854.98,7,0,8.16
855.89,26,10,8.08
856.00,13,16,7.57
856.68,20,0,14.64
857.67,27,3,16.06
858.48,30,0,1.89
858.57,15,23,11.85
858.67,23,5,3.91
858.68,1,3,58.53
858.96,3,35,17.75
859.01,0,23,78.77
859.42,1,0,26.28
859.45,24,0,3.22
859.78,26,22,13.98
860.15,10,3,19.87
860.95,0,3,20.54
860.97,0,4,79.35
861.73,2,0,28.29
861.76,29,38,5.43
862.08,8,35,9.77
862.37,1,0,14.26
862.47,12,0,18.24
863.21,22,3,5.97
863.53,5,0,7.03
864.30,9,3,12.75
864.70,3,8,2.78
864.90,34,3,19.00
865.30,28,10,17.09
866.11,3,7,29.19
866.89,7,17,17.22
867.78,14,3,14.54
867.88,9,3,15.46
868.03,33,32,1.29
868.96,19,5,17.71
869.75,29,38,16.49
869.95,0,26,10.97
870.22,27,31,18.64
870.76,8,29,3.67
871.74,29,0,10.42
872.65,12,3,17.39
873.56,7,38,13.62
874.56,23,3,1.48
875.39,2,5,39.25
875.59,4,0,5.41
875.74,3,9,1.95
876.10,3,11,14.43
876.17,27,9,12.35
876.52,7,29,19.43
877.40,24,1,2.04
877.89,32,3,10.00
878.41,2,38,48.21
878.42,24,3,14.11
879.01,14,0,4.97
879.49,27,3,3.14
879.96,0,3,18.27
880.89,26,9,19.62
881.80,26,3,17.51
882.07,26,0,10.30
882.72,30,0,12.31
882.79,17,9,18.98
883.18,0,11,52.52
883.24,27,0,9.38
883.43,30,3,3.12
883.69,19,5,11.15
884.04,24,30,16.75
884.19,26,3,13.59
884.82,20,3,4.68
885.33,3,1,10.68
886.33,25,23,13.43
887.29,4,38,19.77
887.55,11,3,1.95
888.00,2,4,48.61
888.61,16,0,6.86
889.55,34,0,10.38
890.16,15,29,19.15
890.54,28,20,2.85
891.20,33,38,5.93
891.59,18,9,5.33
891.65,26,0,4.33
892.22,6,5,6.96
892.59,6,3,16.32
893.31,1,3,61.19
893.33,25,23,10.46
893.72,32,9,14.75
894.54,22,10,7.96
895.07,1,0,11.58
895.72,9,13,8.75
896.11,25,0,13.96
896.94,32,0,19.52
897.47,2,30,2.95
897.55,0,7,14.46
898.08,0,13,43.76
898.47,11,13,9.03
898.74,1,13,15.47
899.05,12,16,14.16
899.32,4,0,8.70
899.36,5,3,4.03
900.36,15,29,10.24
900.59,14,23,10.36
900.78,7,0,5.95
900.80,1,0,14.09
901.38,22,10,18.71
901.88,21,13,10.08
902.55,18,20,5.67
902.73,3,38,22.59
903.25,21,4,13.96
903.49,32,3,8.22
904.05,29,3,4.29
904.05,0,3,20.32
904.63,20,25,8.00
904.88,25,11,12.12
905.50,2,0,50.85
905.96,10,3,9.44
906.26,4,10,16.02
907.16,28,0,13.10
907.57,7,6,13.44
907.74,9,3,17.74
908.19,16,0,14.95
908.20,24,3,18.52
908.53,3,0,28.66
909.52,8,9,2.65
909.61,0,14,9.58
910.04,29,5,14.92
910.13,1,2,2.10
910.91,11,3,8.64
911.03,25,0,10.01
911.48,11,0,11.52
911.92,1,3,17.60
912.78,0,26,17.69
913.71,0,26,21.74
914.15,14,4,7.38
914.47,24,3,5.75
915.01,21,8,1.35
915.43,1,0,73.21
915.76,24,3,11.32
916.20,10,0,14.15
917.10,21,0,1.64
917.61,30,5,14.26
917.66,13,0,19.46
918.06,8,0,9.99
918.45,1,3,18.95
918.78,3,2,18.89
919.26,11,0,11.81
919.34,16,9,9.02
919.43,23,25,2.24
920.00,24,17,15.14
920.62,14,24,18.05
921.45,28,0,2.08
921.51,31,3,13.29
921.91,0,3,1.13
922.25,27,20,10.90
922.33,14,0,12.22
923.05,13,3,5.36
923.95,15,4,13.08
924.15,32,3,17.36
924.42,14,8,14.31
924.99,0,5,20.87
925.18,34,13,16.80
925.20,12,0,10.04
925.48,29,3,3.81
925.78,7,2,18.40
926.34,10,3,5.81
927.26,22,38,10.36
927.73,10,0,11.64
928.38,9,10,9.86
929.09,21,11,3.48
929.20,2,23,61.50
929.35,30,3,11.35
929.98,7,3,8.26
929.99,2,7,61.34
930.13,13,3,17.53
930.56,2,20,13.30
930.63,2,0,70.72
931.19,33,6,19.28
931.44,5,31,3.56
932.31,1,3,25.42
932.32,2,17,62.62
932.83,30,0,14.48
933.55,14,1,7.47
933.90,19,3,6.27
934.69,32,16,6.25
934.71,12,3,2.44
935.54,17,26,10.16
936.31,11,0,16.88
936.90,24,0,3.19
936.93,34,3,4.37
937.33,31,0,3.19
937.76,11,3,8.21
938.12,23,38,8.13
938.49,9,16,10.25
939.10,14,4,18.11
939.20,7,32,7.24
939.73,31,3,17.27
940.18,3,0,34.45
940.33,27,17,6.13
940.64,20,0,3.75
941.41,4,5,17.74
941.77,12,0,1.19
941.79,4,2,15.25
941.83,1,3,17.33
942.07,32,2,9.28
942.88,22,35,2.33
943.84,22,3,11.55
944.07,19,23,14.72
945.05,14,0,9.63
945.62,15,3,1.65
946.58,6,16,6.20
947.02,16,35,3.71
947.66,1,8,68.13
948.36,9,14,7.81
949.30,24,3,11.58
950.17,24,3,4.50
951.03,4,1,8.87
951.40,18,6,6.47
952.23,23,1,15.87
953.02,12,0,17.66
953.54,5,3,12.28
953.78,17,16,8.42
954.77,13,0,14.24
955.18,3,26,41.11
956.03,13,5,8.09
956.49,28,9,16.37
957.33,17,3,15.45
958.03,30,10,13.35
958.56,34,0,13.39
959.54,23,29,19.91
960.49,16,29,11.43
960.81,5,26,2.38
961.40,2,13,45.20
961.57,21,0,9.21
961.95,29,3,4.18
962.23,7,3,19.88
962.87,18,3,8.88
962.99,22,0,19.40
963.88,17,11,14.44
964.59,29,3,5.65
964.81,30,0,12.40
965.27,18,8,6.88
966.04,11,0,2.16
966.45,27,0,9.68
966.60,3,0,14.73
967.30,32,26,10.69
968.13,1,0,19.11
968.28,24,25,11.70
969.16,4,35,5.75
969.56,27,0,14.84
969.84,30,35,18.14
970.03,21,3,3.72
970.09,17,0,18.05
970.51,31,3,17.90
971.04,20,26,5.44
971.78,9,3,19.21
972.62,33,3,4.87
973.07,8,29,16.98
973.35,2,0,6.65
974.10,18,3,9.66
974.51,9,0,9.76
974.58,5,0,4.87
974.65,25,0,4.43
974.74,2,22,14.62
975.37,27,13,9.20
976.26,8,4,13.31
976.68,12,10,7.52
977.59,22,29,3.07
978.44,7,31,16.85
979.23,1,3,18.01
979.67,12,25,8.01
980.20,29,5,7.49
981.05,30,0,8.34
981.72,30,35,18.14
982.45,28,9,17.10
982.75,8,3,19.87
983.48,12,0,12.85
984.29,5,0,4.88
985.22,0,3,52.34
985.84,25,16,13.62
986.67,3,32,52.77
987.61,33,3,7.54
987.77,15,11,15.76
988.68,24,35,7.96
989.14,29,10,17.58
989.36,4,0,19.19
990.00,10,7,17.09
990.91,12,16,18.26
991.62,16,0,6.23
992.10,1,3,1.52
992.81,8,0,11.98
993.50,33,3,15.47
993.86,22,35,12.55
994.78,3,30,32.57
995.07,18,11,8.25
995.63,33,3,16.99
995.92,2,23,18.15
996.13,29,13,14.53
996.84,18,4,14.39
997.52,23,3,15.31
997.99,1,0,6.79
998.67,34,0,13.16
999.27,21,8,5.95
999.68,5,7,12.48
1000.05,12,3,6.11
1000.85,13,4,8.29
1001.76,9,3,14.11
1002.48,14,30,12.88
1002.68,18,3,11.13
1002.97,34,3,11.15
1003.50,29,0,6.72
1003.51,22,35,17.39
1003.76,7,24,14.45
1003.86,5,0,3.97
1004.45,3,4,79.04
1004.46,20,31,11.80
1004.83,23,0,8.47
1005.65,8,0,10.20
1005.78,2,0,40.92
1006.49,2,5,27.07
1007.02,32,0,15.03
1007.45,2,11,10.07
1008.19,4,0,4.08
1008.19,2,7,49.72
1009.02,31,0,4.61
1009.52,32,17,19.30
1009.76,27,3,5.11
1010.69,30,11,9.89
1011.48,3,10,59.08
1011.85,21,17,15.11
1012.01,10,29,15.00
1012.38,7,26,16.82
1012.48,30,3,14.06
1013.37,4,3,6.20
1014.35,9,23,5.41
1015.29,10,3,19.28
1016.27,9,4,14.76
1017.21,1,0,20.40
1017.37,2,0,12.56
1017.79,24,25,1.49
1018.14,34,0,8.26
1018.80,17,1,10.53
1018.92,6,13,18.60
1019.59,25,3,7.32
1020.25,22,29,17.04
1020.55,31,2,19.89
1020.94,13,3,18.46
1021.71,0,10,7.30
1022.26,2,3,46.84
1022.96,17,3,18.98
1023.72,4,25,6.59
1024.16,32,3,5.77
1024.97,1,0,2.81
1025.35,12,31,2.89
1025.68,0,4,97.92
1026.05,17,25,9.60
1026.45,12,0,4.97
1027.06,3,38,31.08
1027.81,15,3,3.99
1027.81,14,25,13.38
1028.29,4,29,10.04
1028.57,30,3,19.15
1029.40,31,1,2.18
1029.88,32,0,2.64
1029.98,3,25,57.53
1030.85,25,3,15.57
1031.83,30,10,16.64
1032.43,29,0,10.44
1032.55,4,3,1.86
1033.41,12,30,3.08
1033.94,21,0,3.04
1034.84,22,17,16.94
1035.18,19,10,2.66
1035.52,10,0,12.51
1035.94,29,0,10.93
1036.45,10,8,4.51
1036.68,3,35,73.88
1036.74,4,20,16.54
1036.80,0,3,46.20
1036.93,24,0,2.75
1037.36,15,32,18.98
1038.16,14,0,3.18
1038.84,24,3,2.85
1039.34,3,0,16.01
1040.02,1,3,54.80
1040.63,25,10,9.71
1041.25,8,35,4.22
1041.32,12,0,2.27
1041.42,8,4,14.51
1042.02,28,23,9.04
1042.44,32,0,4.26
1043.12,25,8,1.04
1044.07,28,0,18.04
1044.68,32,0,1.28
1045.63,15,0,8.10
1046.62,16,13,17.35
1047.15,7,0,15.51
1047.60,0,11,10.63
1048.01,9,16,14.51
1048.21,27,0,1.17
1049.15,29,2,6.78
1049.40,2,3,13.55
1050.15,1,35,10.12
1050.77,6,0,9.53
1051.21,2,11,8.28
1051.33,8,0,18.22
1051.82,20,6,7.79
1052.02,21,14,14.15
1052.32,20,17,11.22
1052.86,31,35,9.06
1053.06,6,3,11.49
1054.01,13,22,6.47
1054.82,26,31,7.18
1055.41,2,23,4.72
1055.80,19,23,4.41
1055.99,4,3,11.38
1056.54,10,11,4.46
1056.87,26,5,11.79
1056.99,17,3,18.90
1057.29,2,17,2.09
1057.77,5,29,14.57
1058.35,18,3,5.49
1058.87,24,3,3.53
1059.19,33,0,9.28
1059.75,11,24,5.17
1060.50,1,20,20.53
1060.57,19,3,8.86
1061.23,2,11,2.02
1061.68,3,0,7.52
1062.22,2,3,8.97
1063.07,13,31,17.08
1063.56,3,1,79.02
1063.85,15,0,18.33
1064.23,3,26,9.10
1064.36,14,10,16.48
1064.89,6,16,5.16
1065.51,0,3,2.88
1066.06,34,23,11.11
1066.91,3,0,14.69
1067.27,29,38,6.34
1067.27,21,3,4.00
1067.66,23,6,18.90
1068.48,0,4,97.92
1068.69,17,0,10.81
1068.85,20,13,13.01
1069.22,26,3,5.83
1070.13,6,3,1.76
1070.88,33,3,19.57
1071.29,18,0,3.15
1071.45,27,32,10.98
1072.43,22,10,1.13
1073.42,19,22,7.65
1074.15,26,23,16.13
1074.88,19,3,9.96
1075.53,13,0,5.22
1075.82,30,25,16.80
1076.00,20,25,12.72
1076.37,13,3,17.68
1077.23,16,9,17.31
1078.18,15,0,4.48
1078.58,0,17,46.44
1078.94,22,6,9.67
1078.99,1,26,78.47
1079.67,17,3,10.97
1079.69,16,10,1.13
1080.60,15,4,17.13
1081.23,1,38,10.10
1081.32,28,35,11.86
1082.16,7,35,11.30
1082.95,34,0,16.26
1083.56,23,3,5.70
1084.27,12,22,9.13
1084.87,1,5,49.27
1085.14,29,3,12.61
1085.40,14,30,1.93
1085.50,3,0,5.72
1085.54,29,10,8.85
1086.37,9,38,6.50
1086.88,10,3,14.08
1087.16,18,8,7.22
1087.56,15,0,5.18
1087.73,14,3,7.79
1088.23,8,29,15.10
1088.28,2,3,6.16
1088.82,32,3,13.45
1089.34,6,3,14.60
1089.79,32,31,17.57
1090.44,25,0,17.18
1090.60,21,31,17.51
1090.72,2,1,13.08
1090.97,16,3,17.71
1091.96,14,30,5.78
1092.86,24,38,2.31
1093.47,18,3,19.98
1093.50,4,3,1.84
1094.04,1,0,9.10
1094.26,8,0,10.66
1094.44,10,17,2.44
1094.70,3,0,65.71
1095.53,1,17,52.92
1095.87,34,0,8.92
1096.15,11,3,8.77
1096.47,32,29,9.82
1097.45,31,3,14.99
1098.31,10,32,2.20
1098.99,1,3,78.69
1099.53,17,10,10.18
1100.46,1,6,11.20
1101.43,31,30,8.75
1101.72,3,10,2.90
1102.68,11,0,15.10
1102.97,8,3,7.19
1103.00,30,0,11.41
1103.12,22,3,5.45
1103.19,21,3,15.38
1104.19,15,3,11.85
1104.48,0,6,4.67
1105.35,29,8,3.88
1106.13,0,3,67.90
1106.27,30,3,7.36
1106.75,18,0,4.44
1107.38,12,29,9.88
1107.47,18,4,6.25
1107.80,27,0,8.79
1108.75,29,8,3.26
1109.57,30,4,9.81
1110.51,0,31,84.78
1110.92,34,24,13.73
1111.69,1,3,61.55
1112.68,16,3,16.92
1113.51,6,3,14.31
1114.29,1,11,23.56
1114.59,11,30,6.73
1115.15,20,8,19.32
1115.42,16,0,1.45
1115.69,16,0,6.20
1115.93,11,22,13.58
1116.18,2,0,11.48
1116.64,32,13,15.94
1116.70,2,20,69.51
1116.85,18,3,3.62
1117.47,25,23,8.85
1117.69,21,38,13.15
1118.17,4,26,9.01
1118.31,13,11,19.14
1118.79,3,0,48.57
1119.24,34,3,6.95
1119.77,4,3,18.36
1120.31,28,24,6.46
1120.42,4,3,8.08
1120.57,0,13,59.69
1121.02,1,20,52.03
1121.04,28,7,11.32
1121.92,2,3,11.02
1122.13,25,0,15.48
1122.83,2,3,11.66
1123.00,1,0,19.79
1123.08,23,3,15.68
1123.95,21,0,5.35
1124.75,32,22,18.51
1125.72,7,2,16.29
1126.51,14,7,10.93
1127.48,25,0,3.58
1128.09,16,0,11.06
1128.90,24,3,18.58
1129.04,19,23,8.45
1129.10,32,3,19.15
1129.38,12,2,19.13
1129.73,29,0,1.80
1130.25,2,35,47.85
1131.04,0,11,43.98
1131.86,5,3,10.09
1132.14,5,38,2.48
1132.81,10,29,12.14
1133.80,32,11,16.92
1134.52,2,13,31.38
1134.96,1,38,16.68
1135.44,8,0,3.06
1135.72,20,30,19.88
1135.97,16,2,2.43
1136.67,12,31,17.24
1136.71,12,31,6.19
1136.85,10,23,8.40
1137.05,28,1,1.07
1137.27,34,3,19.08
1137.47,33,4,2.90
1138.40,29,7,5.04
1139.12,33,3,1.75
1140.07,26,3,8.76
1140.45,19,0,12.20
1140.86,23,31,14.68
1141.04,0,3,48.93
1141.80,4,3,12.54
1142.26,6,3,10.88
1142.93,14,3,1.13
1143.05,14,0,1.77
1143.49,0,11,7.01
1143.80,3,0,10.23
1144.36,23,3,17.63
1144.82,0,3,56.98
1145.20,19,3,12.69
